,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temperature,Wind Speed
1540,tashtyp,95,RU,1570595528,81,52.8,89.89,39.62,3.87
1541,natal,40,BR,1570595528,83,-5.81,-35.21,78.8,5.82
1542,tepla,20,IN,1570595528,88,30.31,76.95,77.0,2.24
1543,banes,5,CU,1570595528,94,20.96,-75.72,78.8,4.7
1544,ornskoldsvik,75,SE,1570595529,94,63.29,18.72,37.4,5.82
1545,gasa,60,BT,1570595529,77,27.91,89.73,36.56,9.08
1546,pau dos ferros,32,BR,1570595529,80,-6.11,-38.21,67.34,5.79
1547,khorramabad,0,IR,1570595530,48,33.48,48.35,60.8,4.7
1548,ocos,90,GT,1570595530,100,14.51,-92.19,73.4,3.36
1549,petropavlovsk-kamchatskiy,75,RU,1570595530,70,53.05,158.65,46.4,17.9
1550,nizhniy chir,75,RU,1570595530,57,48.36,43.08,43.96,6.29
1551,shaoyang,40,CN,1570595531,48,27.23,111.45,79.65,5.61
1552,bafia,96,CM,1570595531,96,4.74,11.22,69.03,0.43
1553,colares,20,PT,1570595531,77,38.8,-9.45,63.0,12.75
1554,mbulu,100,TZ,1570595531,89,-3.86,35.54,59.08,6.33
1555,olga,1,US,1570595532,77,34.11,-118.17,66.99,3.36
1556,farafangana,22,MG,1570595532,82,-22.82,47.83,74.43,19.14
1557,ginda,40,IN,1570595532,73,30.69,78.49,75.2,3.65
1558,gilgit,28,PK,1570595532,44,35.92,74.31,40.82,1.99
1559,puerto leguizamo,28,CO,1570595533,99,-0.19,-74.78,69.03,1.5
1560,raymond,90,CA,1570595533,85,49.47,-112.67,26.01,10.29
1561,glomfjord,75,NO,1570595534,55,66.82,13.94,37.4,13.87
1562,damghan,0,IR,1570595534,18,36.17,54.34,75.67,1.82
1563,ajaccio,2,FR,1570595534,82,41.93,8.74,57.2,8.05
1564,demba,100,CD,1570595535,90,-5.47,22.27,73.51,1.88
1565,ebensee,20,DE,1570595535,93,49.47,11.14,51.01,5.82
1566,ambositra,2,MG,1570595535,65,-20.53,47.24,65.28,4.76
1567,parana,33,BR,1570595536,90,-7.52,-72.89,70.83,1.94
1568,tautira,90,PF,1570595536,69,-17.73,-149.15,78.8,5.82
1569,sarh,20,TD,1570595536,94,9.14,18.39,73.4,1.59
1570,aksha,100,RU,1570595536,33,50.28,113.29,41.94,23.58
1571,vanderhoof,5,CA,1570595537,47,54.02,-124.02,26.29,2.46
1572,novobelokatay,100,RU,1570595537,84,55.7,58.96,43.24,5.46
1573,zhanaozen,87,KZ,1570595537,60,43.35,52.85,66.73,7.78
1574,sobolevo,96,RU,1570595538,87,54.43,31.9,38.36,17.0
1575,bregovo,34,BG,1570595538,64,44.15,22.64,46.39,1.36
1576,ulaangom,8,MN,1570595538,27,49.98,92.07,62.42,4.99
1577,ongandjera,81,NA,1570595538,13,-17.88,15.07,70.0,6.78
1578,varberg,77,SE,1570595445,93,57.11,12.25,51.8,13.87
1579,sai buri,75,TH,1570595539,79,6.7,101.62,84.2,2.24
1580,mayumba,98,GA,1570595539,87,-3.44,10.65,76.55,11.05
1581,nong ki,75,TH,1570595540,83,14.69,102.54,84.2,8.05
1582,talaya,0,RU,1570595540,56,55.79,84.89,42.01,8.95
1583,penzance,100,GB,1570595540,82,50.12,-5.53,54.0,21.99
1584,bayshore gardens,1,US,1570595420,94,27.43,-82.59,78.01,13.06
1585,mokokchung,54,IN,1570595541,65,26.32,94.52,82.04,3.31
1586,morlaix,100,FR,1570595541,93,48.58,-3.83,54.0,11.41
1587,kondagaon,36,IN,1570595541,64,19.59,81.66,85.03,2.95
1588,noyabrsk,100,RU,1570595542,79,63.2,75.45,39.38,18.46
1589,iztapa,100,GT,1570595542,89,13.93,-90.71,75.56,5.41
1590,geisenheim,75,DE,1570595542,100,49.99,7.97,53.01,10.29
1591,juba,96,EE,1570595543,86,57.82,26.93,39.2,5.82
1592,tomioka,0,JP,1570595543,38,36.26,138.87,73.0,4.0
1593,collie,100,AU,1570595543,32,-33.36,116.15,81.0,4.12
1594,abong mbang,100,CM,1570595543,99,3.98,13.18,68.13,1.5
1595,mutoko,35,ZW,1570595544,35,-17.4,32.23,80.42,7.27
1596,ushtobe,86,KZ,1570595544,25,45.25,77.98,69.06,5.87
1597,rouvroy,66,FR,1570595545,93,50.39,2.9,53.01,12.75
1598,nedumangad,20,IN,1570595545,74,8.61,77.0,86.0,6.93
1599,beyneu,100,KZ,1570595545,22,45.32,55.19,70.69,15.01
1600,ardakan,20,IR,1570595545,17,32.31,54.02,73.4,2.24
1601,puerto carreno,65,CO,1570595546,92,6.19,-67.49,75.33,4.4
1602,pemba,20,MZ,1570595546,94,-12.97,40.52,75.2,5.82
1603,nizhniy ingash,33,RU,1570595546,61,56.2,96.53,37.46,6.2
1604,stalybridge,97,GB,1570595547,87,53.48,-2.06,52.0,5.82
1605,maues,100,BR,1570595547,97,-3.38,-57.72,73.48,2.35
1606,shanghai,40,CN,1570595257,53,31.23,121.49,75.2,8.95
1607,kanadey,91,RU,1570595548,78,53.17,47.53,36.95,10.6
1608,alyangula,37,AU,1570595548,41,-13.85,136.42,91.4,4.7
1609,gudari,91,IN,1570595548,87,19.34,83.79,74.97,0.81
1610,manakara,10,MG,1570595548,76,-22.14,48.01,76.3,8.57
1611,bath,100,GB,1570595356,93,51.38,-2.36,52.0,8.05
1612,grand-bourg,34,GP,1570595549,88,15.88,-61.31,77.0,1.12
1613,labuan,75,BN,1570595549,74,5.28,115.24,87.8,4.7
1614,birjand,0,IR,1570595549,19,32.86,59.22,66.2,6.93
1615,tyrma,6,RU,1570595550,52,50.04,132.17,52.45,4.25
1616,vila do maio,20,CV,1570595550,74,15.13,-23.22,78.8,6.93
1617,chake chake,82,TZ,1570595550,81,-5.25,39.77,79.99,19.19
1618,mtwara,75,TZ,1570595550,94,-10.28,40.18,75.2,6.93
1619,novo aripuana,100,BR,1570595551,91,-5.12,-60.38,71.55,1.79
1620,tulun,78,RU,1570595551,60,54.56,100.58,37.06,12.21
1621,vichy,90,FR,1570595551,82,46.12,3.42,55.4,2.24
1622,nahrin,21,AF,1570595552,19,36.06,69.13,70.56,6.08
1623,cabo rojo,100,PR,1570595533,89,18.09,-67.15,82.0,15.57
1624,kurchum,0,KZ,1570595552,29,48.57,83.65,66.02,10.83
1625,mahanoro,15,MG,1570595552,78,-19.9,48.8,74.88,9.71
1626,pundaguitan,73,PH,1570595553,75,6.37,126.17,83.16,9.85
1627,alenquer,40,BR,1570595553,94,-1.95,-54.74,77.0,1.12
1628,mabaruma,87,GY,1570595553,98,8.2,-59.78,73.11,0.59
1629,hillsboro,1,US,1570595554,76,39.2,-83.61,55.99,5.82
1630,corumba,0,BR,1570595554,59,-19.0,-57.65,72.72,2.13
1631,santo domingo,40,DO,1570595394,88,18.48,-69.94,82.0,4.7
1632,lhokseumawe,99,ID,1570595554,93,5.18,97.15,74.56,2.28
1633,terre haute,1,US,1570595555,93,39.47,-87.41,53.01,3.36
1634,jiaocheng,29,CN,1570595555,49,24.68,116.14,87.26,1.91
1635,kodinsk,0,RU,1570595555,44,58.6,99.18,33.52,8.41
1636,dongtai,40,CN,1570595555,57,32.85,120.31,78.01,9.55
1637,akdepe,0,TM,1570595556,39,42.05,59.39,64.4,6.93
1638,dodge city,1,US,1570595556,59,37.75,-100.02,63.0,20.8
1639,tazmalt,0,DZ,1570595557,87,36.39,4.4,60.8,10.29
1640,kilindoni,100,TZ,1570595557,80,-7.91,39.67,79.87,16.58
1641,obo,100,CF,1570595557,96,5.39,26.49,70.83,6.02
1642,manado,40,ID,1570595403,52,1.49,124.85,93.2,9.17
1643,tsumeb,4,NA,1570595558,11,-19.25,17.72,80.32,8.68
1644,kaputa,64,ZM,1570595558,31,-8.47,29.66,83.37,2.6
1645,songadh,0,IN,1570595559,52,21.71,71.89,88.63,6.31
1646,buarcos,20,PT,1570595559,77,40.16,-8.88,66.0,18.34
1647,iaciara,20,BR,1570595559,50,-14.1,-46.63,76.73,4.57
1648,sindor,100,RU,1570595559,77,62.87,51.9,33.3,10.75
1649,yining,0,CN,1570595560,41,29.04,114.56,89.24,1.41
1650,shimanovsk,100,RU,1570595560,72,52.0,127.67,48.38,7.47
1651,tarnos,75,FR,1570595560,93,43.54,-1.46,62.01,4.7
1652,jintur,0,IN,1570595560,56,19.61,76.69,84.78,6.82
1653,newton stewart,75,GB,1570595561,76,54.96,-4.48,53.6,21.92
1654,mpika,3,ZM,1570595561,37,-11.84,31.4,78.46,9.28
1655,antalaha,30,MG,1570595561,76,-14.9,50.28,77.13,13.74
1656,barranca,14,PE,1570595562,89,-10.75,-77.76,59.38,9.51
1657,surgana,0,IN,1570595562,58,20.56,73.64,85.73,4.34
1658,ahome,0,MX,1570595562,89,25.92,-109.18,82.99,1.01
1659,isla mujeres,75,MX,1570595563,100,21.23,-86.73,77.0,8.44
1660,hearst,0,CA,1570595563,78,49.69,-83.67,48.45,9.86
1661,kostek,100,RU,1570595563,72,43.34,46.85,60.32,7.74
1662,fredericksburg,90,US,1570595443,67,38.3,-77.46,63.0,3.36
1663,kingsport,90,US,1570595393,100,36.55,-82.56,59.0,3.11
1664,douglas,75,US,1570595564,52,58.28,-134.39,41.0,8.05
1665,lodja,96,CD,1570595564,86,-3.52,23.6,74.38,2.98
1666,iralaya,12,HN,1570595564,97,15.0,-83.23,75.98,1.57
1667,owando,55,CG,1570595565,93,-0.49,15.91,72.77,2.54
1668,morro bay,90,US,1570595565,93,35.37,-120.85,63.0,0.56
1669,fort payne,1,US,1570595565,100,34.44,-85.72,68.0,7.03
1670,agadir,75,MA,1570595566,88,30.42,-9.58,62.6,3.36
1671,kananga,100,CD,1570595566,91,-5.9,22.41,72.83,2.19
1672,rosiori,5,RO,1570595566,86,44.8,27.38,53.01,8.05
1673,pucallpa,20,PE,1570595566,94,-8.38,-74.54,73.4,2.24
1674,maraa,38,BR,1570595567,84,-1.83,-65.37,76.05,1.34
1675,lazarev,100,RU,1570595567,83,52.23,141.51,47.27,35.66
1676,rovaniemi,75,FI,1570595567,96,66.5,25.72,32.0,9.17
1677,ardesen,90,TR,1570595568,93,41.19,40.99,66.2,18.34
1678,kabo,100,CF,1570595568,98,7.69,18.62,70.36,3.65
1679,tarauaca,0,BR,1570595568,77,-8.16,-70.77,72.09,1.99
1680,cobija,1,BR,1570595569,71,-11.02,-68.77,72.67,1.25
1681,solnechnyy,3,RU,1570595569,42,50.72,136.64,53.82,2.55
1682,marsa matruh,0,EG,1570595569,83,31.35,27.25,73.4,6.93
1683,torbat-e jam,6,IR,1570595570,22,35.24,60.63,73.1,2.04
1684,litovko,0,RU,1570595570,48,49.24,135.18,53.53,11.76
1685,vilcun,0,CL,1570595570,100,-38.65,-72.23,42.8,3.36
1686,asosa,29,ET,1570595571,78,10.07,34.53,73.72,2.98
1687,kjopsvik,0,NO,1570595571,64,68.1,16.37,37.0,18.34
1688,dire,94,ET,1570595571,75,9.18,38.92,59.99,5.75
1689,melita,97,CA,1570595572,78,49.27,-100.98,46.12,16.15
1690,vezirkopru,75,TR,1570595572,71,41.14,35.45,55.4,8.05
1691,rock sound,100,BS,1570595572,83,24.9,-76.2,82.02,10.99
1692,khasan,0,RU,1570595572,41,42.43,130.64,62.65,11.46
1693,mishkino,90,RU,1570595573,100,56.22,46.62,35.6,2.24
1694,vozrozhdeniye,90,RU,1570595573,100,60.86,28.96,35.01,1.25
1695,bulawayo,0,ZW,1570595573,26,-20.16,28.59,81.32,11.21
1696,maputo,75,MZ,1570595574,78,-25.97,32.57,71.6,5.82
1697,mandera,37,ET,1570595574,62,3.94,41.86,83.62,13.44
1698,ibotirama,2,BR,1570595574,59,-12.18,-43.22,74.21,4.0
1699,nang rong,75,TH,1570595575,83,14.64,102.79,84.2,8.05
1700,magdagachi,100,RU,1570595528,97,53.45,125.8,32.74,9.42
1701,bazarnyye mataki,100,RU,1570595575,93,54.9,49.93,40.68,5.17
1702,namalenga,37,TZ,1570595575,54,-10.95,39.1,83.5,7.49
1703,mandal,99,MN,1570595576,54,48.82,106.5,38.34,10.02
1704,hirna,39,ET,1570595576,75,9.22,41.1,64.99,2.53
1705,clovis,1,US,1570595576,35,36.83,-119.7,73.4,5.82
1706,ust-barguzin,52,RU,1570595577,46,53.41,109.03,36.81,11.72
1707,guaruja,90,BR,1570595577,88,-23.99,-46.26,62.6,8.05
1708,zaysan,9,KZ,1570595577,18,47.47,84.87,70.99,9.29
1709,suoyarvi,96,RU,1570595577,93,62.08,32.35,32.25,3.88
1710,charlottesville,90,US,1570595578,100,38.03,-78.48,60.8,8.05
1711,evanston,1,US,1570595578,76,42.04,-87.69,57.2,3.36
1712,trabzon,75,TR,1570595578,77,41.01,39.72,64.4,16.11
1713,muisne,100,EC,1570595578,88,0.61,-80.02,74.25,9.1
1714,zilair,100,RU,1570595579,64,52.23,57.44,45.49,7.52
1715,urucara,89,BR,1570595579,92,-2.54,-57.76,74.03,0.72
1716,southbridge,1,US,1570595579,87,42.08,-72.03,54.0,9.17
1717,dalaba,98,GN,1570595580,98,10.69,-12.25,68.96,1.95
1718,belyy,100,RU,1570595580,95,55.83,32.94,37.76,8.97
1719,havre,90,US,1570595571,92,48.55,-109.68,28.4,12.75
1720,dwarka,0,IN,1570595580,54,28.58,77.04,84.99,4.7
1721,stromness,20,CA,1570595581,76,42.87,-79.55,52.0,6.93
1722,high prairie,76,CA,1570595581,63,55.43,-116.48,23.92,5.96
1723,ryotsu,0,JP,1570595581,42,38.08,138.43,69.8,6.93
1724,mbekenyera,88,TZ,1570595581,68,-10.0,38.98,76.77,7.25
1725,jining,100,CN,1570595583,72,35.41,116.58,64.8,5.35
1726,chimore,0,BO,1570595583,70,-16.98,-65.13,69.17,4.09
1727,akhmim,0,EG,1570595584,31,26.56,31.74,75.2,11.41
1728,ploufragan,100,FR,1570595584,81,48.49,-2.79,53.6,16.11
1729,mvuma,0,ZW,1570595584,31,-19.28,30.53,78.15,16.66
1730,huanren,57,CN,1570595585,47,41.26,125.37,58.8,10.67
1731,neryungri,70,RU,1570595585,79,56.66,124.71,21.58,8.62
1732,rushden,96,GB,1570595585,87,52.29,-0.6,50.0,8.05
1733,ankazoabo,16,MG,1570595586,36,-22.29,44.51,80.91,7.84
1734,arrifes,20,PT,1570595586,55,37.77,-25.7,71.01,6.93
1735,abu kamal,54,SY,1570595586,25,34.45,40.92,82.96,11.41
1736,bani,0,YE,1570595587,71,16.02,42.93,86.81,8.81
1737,messina,75,IT,1570595555,64,38.19,15.55,68.0,2.24
1738,gombong,7,ID,1570595587,34,-7.19,109.31,97.58,8.08
1739,pandhurna,0,IN,1570595588,62,21.6,78.53,82.69,6.45
1740,ossipee,90,US,1570595588,82,36.17,-79.51,62.6,3.36
1741,chipinge,0,ZW,1570595588,29,-20.19,32.62,85.53,3.95
1742,corrales,100,CO,1570595588,93,5.83,-72.84,45.29,2.91
1743,edson,90,CA,1570595589,68,53.59,-116.44,24.8,9.17
1744,guanica,98,PR,1570595589,75,17.97,-66.91,82.0,8.01
1745,igarka,47,RU,1570595589,69,67.47,86.57,31.1,7.23
1746,shizunai,63,JP,1570595589,67,42.33,142.37,59.27,22.88
1747,wiang sa,20,TH,1570595590,66,8.64,99.37,89.6,3.36
1748,chinsali,21,ZM,1570595590,34,-10.55,32.07,79.3,3.12
1749,silifke,29,TR,1570595590,45,36.38,33.93,72.14,4.34
1750,kisangani,100,CD,1570595591,95,0.52,25.21,70.16,5.26
1751,do gonbadan,0,IR,1570595591,69,30.36,50.8,78.8,2.46
1752,maryborough,53,AU,1570595591,56,-25.54,152.7,72.32,11.12
1753,metro,37,ID,1570595592,39,-5.11,105.31,94.61,7.56
1754,luan,40,CH,1570595592,76,46.36,6.98,62.6,2.24
1755,jumla,0,NP,1570595594,38,29.28,82.18,62.83,6.18
1756,eganville,1,CA,1570595594,93,45.54,-77.1,37.4,2.28
1757,hantsport,75,CA,1570595595,100,45.06,-64.18,52.0,2.24
1758,xicotencatl,58,MX,1570595596,87,23.02,-98.88,78.01,3.0
1759,lipari,75,IT,1570595596,64,38.47,14.95,71.01,2.24
1760,iskateley,51,RU,1570595596,76,67.68,53.15,34.18,21.73
1761,bac giang,75,VN,1570595596,78,21.27,106.2,80.6,5.82
1762,kayerkan,0,RU,1570595597,79,69.35,87.76,24.8,2.24
1763,chiang klang,20,TH,1570595597,70,19.29,100.86,84.2,2.24
1764,porbandar,5,IN,1570595597,66,21.64,69.61,87.8,4.73
1765,tobermory,0,CA,1570595564,80,45.25,-81.67,56.83,15.01
1766,sabha,78,LY,1570595598,38,27.03,14.43,69.73,1.93
1767,kingisepp,100,RU,1570595598,95,59.38,28.61,40.5,6.76
1768,raudeberg,75,NO,1570595598,66,61.99,5.14,50.0,12.75
1769,fort smith,1,US,1570595598,82,35.39,-94.42,57.2,4.7
1770,bossier city,90,US,1570595594,77,32.52,-93.73,66.2,3.74
1771,araceli,76,PH,1570595599,75,10.55,119.99,84.36,9.45
1772,staryy nadym,99,RU,1570595599,80,65.61,72.68,38.3,16.88
1773,yakeshi,31,CN,1570595600,53,49.28,120.73,53.39,17.92
1774,florianopolis,20,BR,1570595409,93,-27.6,-48.55,66.99,2.24
1775,bozoum,100,CF,1570595600,94,6.31,16.38,67.05,2.04
1776,phulabani,36,IN,1570595600,69,20.47,84.23,84.92,1.63
1777,loreto,0,PY,1570595601,72,-23.27,-57.32,68.6,3.4
1778,cedral,30,MX,1570595601,80,23.82,-100.72,61.0,7.46
1779,ocampo,0,MX,1570595601,77,27.32,-102.4,63.14,5.14
1780,balsas,56,BR,1570595601,60,-7.53,-46.04,81.25,1.36
1781,fairlie,1,US,1570595602,63,33.31,-95.96,66.99,3.36
1782,muhoroni,82,KE,1570595602,64,-0.16,35.19,71.06,1.57
1783,santa fe,2,AR,1570595602,80,-31.62,-60.7,64.0,4.0
1784,cedar rapids,1,US,1570595603,66,41.98,-91.67,55.99,6.93
1785,salem,90,US,1570595401,70,44.94,-123.03,46.99,6.93
1786,gari,85,RU,1570595603,74,59.43,62.35,44.93,1.12
1787,burns lake,17,CA,1570595603,62,54.23,-125.76,24.53,2.72
1788,saravan,40,AM,1570595604,47,39.72,45.65,57.2,9.17
1789,berlin,40,DE,1570595502,87,52.52,13.39,51.8,9.17
1790,sapele,90,NG,1570595604,97,5.89,5.68,72.63,3.22
1791,ovalle,100,CL,1570595604,72,-30.6,-71.2,53.39,0.27
1792,ipixuna,54,BR,1570595605,94,-1.76,-48.8,75.2,4.7
1793,sovetskiy,87,RU,1570595605,80,56.76,48.47,36.76,6.15
1794,black river,0,JM,1570595605,78,18.03,-77.85,81.67,6.35
1795,mount pleasant,1,US,1570595605,87,33.16,-94.97,62.01,4.91
1796,jiexiu,100,CN,1570595606,82,37.02,111.92,49.62,1.7
1797,ullapool,93,GB,1570595606,87,57.9,-5.16,51.01,11.01
1798,tilhar,0,IN,1570595606,46,27.96,79.74,86.47,3.37
1799,serebryansk,0,KZ,1570595607,33,49.68,83.3,64.24,4.27
1800,taksimo,64,RU,1570595607,59,56.36,114.84,19.69,14.56
1801,waddan,60,LY,1570595607,63,29.16,16.14,67.45,1.95
1802,toppenish,40,US,1570595608,52,46.38,-120.31,46.0,6.93
1803,aktau,90,KZ,1570595608,82,43.65,51.16,55.4,9.93
1804,kashira,100,RU,1570595608,84,54.84,38.15,33.8,6.71
1805,muhlhausen,75,DE,1570595608,87,51.22,10.45,51.01,10.29
1806,aztec,1,US,1570595609,30,36.82,-107.99,55.99,4.7
1807,portsmouth,100,GB,1570595609,81,50.8,-1.08,53.01,9.17
1808,yuryevets,52,RU,1570595609,79,57.32,43.11,35.15,10.16
1809,la paz,5,MX,1570595324,61,24.15,-110.32,82.4,9.17
1810,port hawkesbury,1,CA,1570595610,100,45.62,-61.36,50.0,4.7
1811,ceyhan,0,TR,1570595610,77,37.03,35.82,69.01,0.98
1812,dabrowa tarnowska,100,PL,1570595610,91,50.17,20.99,50.0,3.0
1813,ylivieska,90,FI,1570595611,92,64.07,24.53,37.99,4.0
1814,manono,100,CD,1570595611,69,-7.3,27.4,77.72,4.59
1815,kaupanger,40,NO,1570595611,100,61.18,7.24,35.6,16.11
1816,inyonga,73,TZ,1570595611,50,-6.72,32.06,76.28,9.69
1817,imperia,20,IT,1570595612,100,43.88,8.02,59.0,1.12
1818,grand-santi,44,GF,1570595612,99,4.27,-54.38,70.29,1.93
1819,alekseyevka,90,RU,1570595612,93,53.25,50.49,39.2,4.47
1820,bhag,0,PK,1570595612,24,29.04,67.82,90.31,4.5
1821,yiyang,68,CN,1570595613,49,28.59,112.35,80.69,5.95
1822,arroio grande,2,BR,1570595613,75,-32.24,-53.09,54.48,1.61
1823,kishi,100,NG,1570595613,98,9.08,3.85,69.89,3.42
1824,naron,26,ES,1570595614,100,43.52,-8.15,60.01,4.7
1825,senno,90,RU,1570595614,93,57.76,27.95,37.4,4.47
1826,lixourion,20,GR,1570595614,68,38.2,20.43,69.8,12.86
1827,manta,1,RO,1570595570,64,45.1,24.1,45.18,1.68
1828,nea fokaia,75,GR,1570595615,82,40.13,23.4,62.01,4.7
1829,smoky lake,57,CA,1570595615,75,54.11,-112.47,26.01,4.0
1830,luanshya,67,ZM,1570595615,34,-13.14,28.42,78.23,10.02
1831,micheweni,34,TZ,1570595616,77,-4.97,39.83,79.6,6.69
1832,boysun,0,UZ,1570595616,25,38.2,67.2,61.31,5.97
1833,huatulco,97,MX,1570595617,90,15.84,-96.33,77.0,4.08
1834,matadi,100,CD,1570595617,89,-5.83,13.46,74.97,3.65
1835,whakatane,1,NZ,1570595617,76,-37.96,176.99,63.0,3.69
1836,turbat,0,PK,1570595617,43,26.0,63.05,88.4,1.14
1837,eidfjord,99,NO,1570595619,87,60.47,7.07,33.01,3.06
1838,benjamin constant,14,BR,1570595619,100,-4.38,-70.03,75.2,1.19
1839,mwinilunga,43,ZM,1570595619,72,-11.73,24.43,69.26,3.57
1840,grand island,1,US,1570595619,59,40.92,-98.34,60.8,17.22
1841,kolokani,2,ML,1570595620,81,13.58,-8.03,73.74,11.2
1842,kroya,0,ID,1570595620,32,-6.5,108.06,98.49,15.96
1843,quesnel,1,CA,1570595620,73,52.98,-122.49,23.0,4.7
1844,northam,0,AU,1570595621,40,-31.65,116.67,86.0,11.41
1845,truth or consequences,1,US,1570595621,68,33.13,-107.25,66.2,8.05
1846,morros,20,BR,1570595621,78,-2.87,-44.04,78.8,12.75
1847,colac,99,AU,1570595375,78,-38.34,143.59,57.0,5.21
1848,yarmouth,90,CA,1570595622,87,43.84,-66.12,51.8,6.93
1849,churapcha,100,RU,1570595622,96,62.0,132.43,32.9,9.05
1850,chingola,62,ZM,1570595622,38,-12.55,27.86,77.35,7.58
1851,forst,72,DE,1570595623,88,50.36,11.89,50.0,9.69
1852,kargat,46,RU,1570595623,78,55.19,80.28,51.12,8.32
1853,marion,1,US,1570595623,93,37.73,-88.93,48.2,4.21
1854,wajir,39,KE,1570595624,66,1.75,40.07,81.55,13.07
1855,rockport,1,US,1570595624,83,28.02,-97.05,81.0,9.17
1856,kingston,20,JM,1570595624,74,17.97,-76.79,82.4,9.17
1857,formosa do rio preto,54,BR,1570595624,49,-11.04,-45.19,77.96,8.59
1858,minas,0,UY,1570595625,73,-34.38,-55.24,50.7,4.87
1859,monrovia,75,LR,1570595625,94,6.33,-10.8,75.2,5.86
1860,zheleznodorozhnyy,0,RU,1570595625,95,55.75,38.0,37.4,6.71
1861,kasempa,38,ZM,1570595626,43,-13.46,25.83,77.97,0.73
1862,fenelon falls,1,CA,1570595626,100,44.54,-78.74,48.0,4.58
1863,caernarfon,96,GB,1570595626,76,53.14,-4.27,54.0,20.8
1864,nea playia,75,GR,1570595626,82,40.27,23.2,62.01,4.7
1865,monroe,1,US,1570595358,87,41.91,-83.4,59.0,6.15
1866,sovetskaya,100,RU,1570595627,10,44.78,41.17,43.0,11.01
1867,contamana,11,PE,1570595627,91,-7.35,-75.01,68.54,2.01
1868,barcelos,50,BR,1570595627,95,-0.97,-62.93,72.93,1.87
1869,dali,100,CN,1570595628,87,34.79,109.94,55.08,11.85
1870,porosozero,100,RU,1570595628,93,62.72,32.71,30.13,8.63
1871,dongkan,34,CN,1570595628,39,34.0,119.83,74.36,5.59
1872,khakhea,12,BW,1570595629,15,-24.69,23.5,70.61,5.57
1873,velez-malaga,0,ES,1570595629,88,36.77,-4.1,66.99,6.93
1874,tubinskiy,20,RU,1570595629,87,52.89,58.22,42.8,2.24
1875,ozernovskiy,100,RU,1570595630,85,51.5,156.52,45.7,17.98
1876,kampong chhnang,71,KH,1570595630,69,12.25,104.67,85.55,3.85
1877,adiake,20,CI,1570595631,88,5.29,-3.3,78.8,9.17
1878,kendari,34,ID,1570595631,52,-3.99,122.52,88.18,8.01
1879,sarankhola,53,BD,1570595631,58,22.31,89.79,89.1,5.99
1880,ukiah,1,US,1570595631,42,39.15,-123.21,69.01,9.17
1881,biak,15,ID,1570595632,71,-0.91,122.88,81.48,17.29
1882,kamariotissa,20,GR,1570595632,93,40.48,25.47,59.0,10.63
1883,maningrida,49,AU,1570595632,54,-12.05,134.23,86.14,12.11
1884,lara,0,PE,1570595632,19,-16.45,-71.53,50.0,3.36
1885,cabra,0,ES,1570595633,67,37.47,-4.43,64.0,2.11
1886,sirsa,0,IN,1570595633,20,29.54,75.04,91.89,4.97
1887,gravdal,75,NO,1570595633,93,59.79,5.78,48.2,16.11
1888,san jose,100,HN,1570595459,96,14.25,-87.96,64.12,2.26
1889,patti,0,IN,1570595634,69,31.28,74.86,80.6,2.24
1890,zharkent,100,KZ,1570595634,52,44.17,80.0,51.1,5.84
1891,pasinler,75,TR,1570595634,86,39.98,41.67,41.0,1.12
1892,oarai,20,JP,1570595635,33,36.31,140.57,78.01,5.82
1893,gap,17,FR,1570595635,74,44.56,6.08,51.01,1.7
1894,tigre,31,AR,1570595635,72,-34.42,-58.58,66.2,1.45
1895,losal,0,IN,1570595636,20,27.4,74.92,88.05,3.46
1896,matai,75,TZ,1570595636,52,-8.3,31.52,64.4,4.7
1897,buenos aires,31,AR,1570595636,48,-34.61,-58.44,66.2,5.82
1898,kudat,75,MY,1570595637,94,6.89,116.84,80.6,2.24
1899,ejura,100,GH,1570595637,97,7.38,-1.37,69.39,2.91
1900,staraya poltavka,87,RU,1570595637,58,50.48,46.48,43.97,13.91
1901,kijang,0,KR,1570595637,40,35.24,129.21,71.6,3.36
1902,synya,48,RU,1570595638,70,65.37,58.04,36.45,11.16
1903,fenoarivo atsinanana,40,MG,1570595638,78,-17.38,49.41,75.2,6.93
1904,esmeraldas,0,BR,1570595555,82,-19.76,-44.31,73.4,6.93
1905,doha,0,QA,1570595497,62,25.29,51.53,89.6,5.82
1906,kurilsk,51,RU,1570595639,73,45.23,147.88,52.56,41.5
1907,nouakchott,100,MR,1570595639,88,18.08,-15.98,78.8,3.36
1908,muyezerskiy,100,RU,1570595639,95,63.93,31.65,30.31,10.71
1909,okitipupa,93,NG,1570595640,98,6.5,4.78,72.68,2.19
1910,gondar,17,PT,1570595640,100,41.82,-8.78,55.99,1.12
1911,mabini,20,PH,1570595640,66,7.31,125.85,91.99,9.17
1912,navahrudak,100,BY,1570595640,93,53.59,25.82,47.99,13.4
1913,kande,75,UG,1570595641,93,0.3,32.05,66.2,5.82
1914,motril,0,ES,1570595641,76,36.75,-3.52,64.99,0.38
1915,concord,1,US,1570595374,100,43.21,-71.54,51.8,2.89
1916,borisoglebskiy,90,RU,1570595399,92,57.26,39.15,32.0,6.71
1917,madang,100,CN,1570595642,94,35.32,102.79,37.13,2.64
1918,raahe,90,FI,1570595642,90,64.68,24.47,33.8,3.36
1919,dzilam gonzalez,100,MX,1570595642,82,21.28,-88.93,79.0,3.0
